Gene_Symbol	Probe_Id
NOL10	ILMN_1775011
LOC100131277	ILMN_3209477
LOC651936	ILMN_1736923
LOC642397	ILMN_1785455
LOC648600	ILMN_1677091
LOC651208	ILMN_1699070
GBA	ILMN_2364110
GBA	ILMN_1755123
CCNB1	ILMN_1712803
TAF9	ILMN_2343332
LOC100134228	ILMN_3244309
LOC651398	ILMN_1722772
C3orf54	ILMN_1690454
LOC100128813	ILMN_3187763
LOC100133930	ILMN_3241957
MPRIP	ILMN_1774547
XRCC6	ILMN_1743097
XRCC6	ILMN_2166506
HPSE	ILMN_1779547
LOC644311	ILMN_1652259
EXOC3L2	ILMN_1670038
MIR1234	ILMN_3308876
CHFR	ILMN_1653828
SNORD84	ILMN_3245672
JMJD6	ILMN_2412024
TCEAL6	ILMN_1729165
LOC643888	ILMN_1665060
PTPRO	ILMN_2316878
CAND1	ILMN_1744647
OMD	ILMN_1749846
TEPP	ILMN_2289473
TEPP	ILMN_2398294
SH2D5	ILMN_1695263
MAB21L2	ILMN_1789162
LOC654147	ILMN_1704332
C8orf30A	ILMN_1663364
ROR1	ILMN_1655904
ROR1	ILMN_1665795
WHAMML1	ILMN_1693986
WHAMML1	ILMN_1661897
WHAMML1	ILMN_1758390
BTF3L1	ILMN_3309354
AKAP8	ILMN_1741572
FCER1G	ILMN_2123743
DNHD1	ILMN_1810267
UNC45B	ILMN_2320672
LOC391205	ILMN_3286353
ANKRD22	ILMN_1799848
LOC155060	ILMN_1688435
C4orf21	ILMN_1754017
LOC400968	ILMN_1702309
MSN	ILMN_1659895
C5orf33	ILMN_1698770
MATK	ILMN_2319000
SLC26A6	ILMN_2391900
SLC26A6	ILMN_1785252
ABL1	ILMN_1708922
LOC729404	ILMN_3298294
C10orf93	ILMN_1781654
ABCA11	ILMN_2232084
FBXL12	ILMN_1693438
ELP2P	ILMN_3247543
LOC652335	ILMN_1796743
LOC645010	ILMN_1768466
C9orf140	ILMN_1702197
LOC650566	ILMN_1717733
LOC646302	ILMN_1726696
ZNF445	ILMN_1665397
LOC644379	ILMN_1770896
LOC222967	ILMN_1780613
GEMIN7	ILMN_2327181
OR5M8	ILMN_2199971
MGC44328	ILMN_1678234
SLC25A25	ILMN_2327947
SLC25A25	ILMN_1791728
TLL2	ILMN_2206307
BMPR2	ILMN_1789095
LOC651886	ILMN_1767632
LOC644413	ILMN_1768911
SSX7	ILMN_1726257
LOC642280	ILMN_1658571
LAT	ILMN_2281320
AGGF1	ILMN_2064917
OR4D10	ILMN_2085258
PIGC	ILMN_2397571
PIGC	ILMN_1723632
LOC641823	ILMN_1789314
LRRC67	ILMN_1702413
TBC1D24	ILMN_1780197
TBC1D24	ILMN_2060212
LOC647718	ILMN_1774044
OR2G6	ILMN_1766087
LOC100128750	ILMN_3190337
LOC100128750	ILMN_3266802
C1orf97	ILMN_1808769
LOC732391	ILMN_1687199
SLFN11	ILMN_1752520
SLFN11	ILMN_2162860
NOP2	ILMN_3226904
NOP2	ILMN_2328433
ABCA12	ILMN_2361400
SPAG11B	ILMN_1719772
GAK	ILMN_1813775
TSR2	ILMN_1670948
LOC284890	ILMN_3292034
FLJ77644	ILMN_3197549
GRK4	ILMN_2405400
C11orf72	ILMN_1793570
TSLP	ILMN_1801098
KLHL14	ILMN_2168564
KLHL14	ILMN_1748123
LIG1	ILMN_1706779
CAPN3	ILMN_1687971
ZNF548	ILMN_1728228
FXYD3	ILMN_2376050
FXYD3	ILMN_1791580
LOC645186	ILMN_1688316
TMEM137	ILMN_1657701
DEFB104B	ILMN_2177234
LOC100133773	ILMN_3241426
HDAC2	ILMN_1767747
HDAC2	ILMN_3251283
LOC647802	ILMN_1807851
BBS7	ILMN_1776656
BBS7	ILMN_1775012
LILRA5	ILMN_1726545
OR52E6	ILMN_1784834
LOC730862	ILMN_1806683
WHDC1L2	ILMN_1653846
OCEL1	ILMN_1757388
CHIC2	ILMN_1679428
ZSCAN22	ILMN_1704765
TREX1	ILMN_1676997
LOC134466	ILMN_1692200
HIST1H2BH	ILMN_1688666
LOC729948	ILMN_3224815
LOC727942	ILMN_1745473
LOC441811	ILMN_1681049
TM4SF20	ILMN_1775830
TRAM1	ILMN_1737146
GPR19	ILMN_2102201
GPR19	ILMN_1805973
LOC100134091	ILMN_3283869
MIR605	ILMN_3310136
KIAA1919	ILMN_1691916
HNRNPA2B1	ILMN_3273854
PTER	ILMN_1795336
PTER	ILMN_2392624
C1orf201	ILMN_2187071
LOC643100	ILMN_1692045
SGOL1	ILMN_1730825
LOC653882	ILMN_1689861
DNASE2B	ILMN_2275742
JMJD4	ILMN_1692896
CPEB3	ILMN_1755954
LOC653355	ILMN_1786628
LOC649162	ILMN_1763960
THRSP	ILMN_1794844
OR4S2	ILMN_1727352
TMEM176B	ILMN_2085012
ANKS1A	ILMN_1813669
LOC649242	ILMN_1728371
LOC100134676	ILMN_3243801
LOC644404	ILMN_1715407
CCDC51	ILMN_1799579
CAMP	ILMN_1688580
LOC401233	ILMN_3307276
FLJ33651	ILMN_1746472
LOC649926	ILMN_1742549
MIR10A	ILMN_3309064
SLC4A7	ILMN_1808354
LOC641944	ILMN_1684714
C21orf89	ILMN_3263072
SRY	ILMN_1748182
LOC652222	ILMN_1789294
LOC650152	ILMN_1660775
CKLF	ILMN_1712389
CDH19	ILMN_2100731
SMC2	ILMN_2296422
SMC2	ILMN_1748923
SMC2	ILMN_2411190
SPG21	ILMN_1771089
EHD4	ILMN_1720083
ACAT2	ILMN_2133799
PIGS	ILMN_1691291
C14orf100	ILMN_1700276
PKIA	ILMN_2337974
LOC100130293	ILMN_3248018
SUDS3	ILMN_1757754
COL9A1	ILMN_2284647
COL9A1	ILMN_2390099
MSH3	ILMN_1719471
PSMD14	ILMN_1737396
RBPJ	ILMN_2316844
PSMA1	ILMN_1691809
CLEC17A	ILMN_1763398
LOC730183	ILMN_3306028
STXBP1	ILMN_2414878
LOC339047	ILMN_1765031
ASB16	ILMN_1810881
PFTK1	ILMN_2171295
LOC654046	ILMN_1656655
ANKMY1	ILMN_1799369
LOC649095	ILMN_1728645
UTP14C	ILMN_1686645
DGCR8	ILMN_1694223
LOC648058	ILMN_1697120
LOC643327	ILMN_1665201
PRMT8	ILMN_1714121
XPNPEP3	ILMN_1659000
XPNPEP3	ILMN_2054928
LOC388946	ILMN_1752257
LOC388743	ILMN_1753766
LOXL2	ILMN_1656802
TRIM35	ILMN_1671765
OR2F2	ILMN_1772073
C1orf229	ILMN_1666825
LOC401497	ILMN_1767980
LOC650116	ILMN_1693949
CTNS	ILMN_1807719
CTNS	ILMN_1738010
LOC727984	ILMN_3213581
LOC648476	ILMN_1670522
APOBEC3C	ILMN_1675684
GPRC5C	ILMN_1774528
GPRC5C	ILMN_1724211
LOC646168	ILMN_1654496
LOC100132966	ILMN_3236457
LOC653855	ILMN_1668985
LOC390231	ILMN_1732096
FLJ16171	ILMN_1745554
FLJ26850	ILMN_1732860
LIPE	ILMN_1670693
RAD1	ILMN_1763765
RAD1	ILMN_1737635
DNAJB4	ILMN_2222317
DNAJB4	ILMN_1813019
NXT2	ILMN_1785107
CAPNS2	ILMN_1699809
LOC100130249	ILMN_3265338
LOC388795	ILMN_3201134
LOC644500	ILMN_1706554
MKI67IP	ILMN_1786189
CHST1	ILMN_1677719
MIR532	ILMN_3308647
LOC441416	ILMN_3279358
LOC729956	ILMN_3230102
LOC729956	ILMN_3234629
LOC653149	ILMN_1662908
GUCA1B	ILMN_2211728
LOC729549	ILMN_3228248
FLJ44881	ILMN_1709607
FLJ46210	ILMN_1731326
LOC100134387	ILMN_3246155
ACTN4	ILMN_1725534
LMO3	ILMN_1694913
LOC647264	ILMN_1680230
LOC729392	ILMN_3227582
SLC25A44	ILMN_1810514
SERPINE3	ILMN_3242398
CD8B	ILMN_1666074
ZBTB2	ILMN_1766247
LOC100128392	ILMN_3265228
AHI1	ILMN_1791006
LOC643933	ILMN_1670589
KLK10	ILMN_1688205
C10orf128	ILMN_1674046
LOC643008	ILMN_1729644
NAT8	ILMN_1815480
KIAA1875	ILMN_1789500
ADARB1	ILMN_2319326
KIAA1109	ILMN_1694357
PTPRT	ILMN_2404256
CHAT	ILMN_1768856
TPM2	ILMN_1757604
TPM2	ILMN_1789196
VPS13C	ILMN_1809582
C10orf58	ILMN_1754538
LOC645363	ILMN_1787480
LOC100132900	ILMN_3246102
RPS13	ILMN_1777344
BCAR1	ILMN_1672596
POU3F4	ILMN_1738003
PPP2R2B	ILMN_2298365
NINJ2	ILMN_1731745
MS4A6A	ILMN_1797731
UNC5C	ILMN_1687875
LOC388259	ILMN_1764967
LRRC49	ILMN_1763941
PRKCQ	ILMN_1733421
LOC387841	ILMN_1674983
LOC731227	ILMN_1877620
GJC3	ILMN_1757629
KIAA1530	ILMN_1728490
KIAA1530	ILMN_1677695
KIAA1530	ILMN_1729827
LOC441752	ILMN_1799920
LOC401533	ILMN_3219969
AIPL1	ILMN_2368268
KIAA1949	ILMN_1732967
NFS1	ILMN_1761314
NFS1	ILMN_1703079
LOC100130771	ILMN_3266027
NNMT	ILMN_1715508
CHSY3	ILMN_1740407
CSTF3	ILMN_1806951
CECR5	ILMN_1654690
KRT14	ILMN_1665035
C15orf62	ILMN_3248556
LOC440386	ILMN_3249902
LOC440386	ILMN_3250752
LOC644951	ILMN_1657812
DHCR24	ILMN_1725510
DIPAS	ILMN_3179275
LOC641926	ILMN_1661032
LGALS7B	ILMN_3243690
NOLA1	ILMN_1749752
LOC651864	ILMN_1718358
KIAA1545	ILMN_1760305
ACAP2	ILMN_3236270
UCRC	ILMN_1781986
TP53I3	ILMN_1651967
NEUROD6	ILMN_1722559
LOC731396	ILMN_1671721
RNASEH2B	ILMN_1782488
POLA	ILMN_1725145
LOC400403	ILMN_3232377
SLC25A26	ILMN_1750981
DOPEY2	ILMN_2180239
DOPEY2	ILMN_1741711
ZNF688	ILMN_1812877
RXRA	ILMN_1687315
CX3CL1	ILMN_1654072
CLCN2	ILMN_1688633
HTR4	ILMN_2410905
LOC646956	ILMN_3276697
LOC646956	ILMN_3200217
CRAT	ILMN_1705767
LOC729815	ILMN_3299917
MOBKL2A	ILMN_1721344
UNC13C	ILMN_1675086
LOC100134050	ILMN_3247788
EGLN2	ILMN_1815686
PMEPA1	ILMN_1675858
PSTPIP2	ILMN_1713058
LOC390354	ILMN_1676765
DVL1	ILMN_1655632
LOC222967	ILMN_1698103
TSHZ3	ILMN_1743933
CAMTA1	ILMN_1661940
KIAA1751	ILMN_2415979
TSTD1	ILMN_3234456
LOC400796	ILMN_1805408
NODAL	ILMN_1712537
NPAS1	ILMN_1747067
GOLGA2LY2	ILMN_3235780
NCSTN	ILMN_1735180
LOC100128252	ILMN_3268403
SCRN3	ILMN_1699844
SCRN3	ILMN_2116516
LOC645167	ILMN_1657210
LOC642414	ILMN_1790411
SPIN2B	ILMN_2317555
LOC643648	ILMN_1664611
ATG4A	ILMN_1768960
TPRG1L	ILMN_1727479
KIAA1571	ILMN_1740711
OSGEPL1	ILMN_1658909
LOC441408	ILMN_1659273
PRPS1L1	ILMN_2232953
ZMAT3	ILMN_1654262
ZMAT3	ILMN_2361104
TLE2	ILMN_1814917
SFRS13A	ILMN_2354649
SFRS13A	ILMN_2265082
SFRS13A	ILMN_1677162
LOC100128023	ILMN_3184664
LOC643834	ILMN_1736017
PAX2	ILMN_1734365
C19orf56	ILMN_1757914
SNORA42	ILMN_3248575
TRIM14	ILMN_2383290
LRRC16B	ILMN_3244860
CGB1	ILMN_2044645
CGB1	ILMN_1719750
LARS	ILMN_1757317
CABP1	ILMN_1813946
C15orf23	ILMN_1652008
PWP2	ILMN_1698950
KTELC1	ILMN_1774800
LOC653080	ILMN_1660343
LOC642936	ILMN_1698909
CMPK2	ILMN_1783621
MIR29B1	ILMN_3309699
SDC3	ILMN_1753523
RAP1A	ILMN_1766176
PSPHL	ILMN_1688312
LOC442308	ILMN_3248008
LOC100129396	ILMN_3235690
LOC100131573	ILMN_3274247
SEC31A	ILMN_1691409
SEC31A	ILMN_2399896
SEC31A	ILMN_1724959
CUZD1	ILMN_1734909
MRPS35	ILMN_2189993
DUB3	ILMN_2335123
LOC652733	ILMN_1665038
FLJ46284	ILMN_1675304
LOC100128364	ILMN_3270760
VRK2	ILMN_1750088
LOC649908	ILMN_1720075
LOC648672	ILMN_1678726
C2orf64	ILMN_1683065
ATP2A1	ILMN_1709541
ATP2A1	ILMN_1674460
ATP2A1	ILMN_1770052
HSP90AB4P	ILMN_1783303
HSP90AB4P	ILMN_2127098
LOC651721	ILMN_1668740
C12orf59	ILMN_1727606
FGL1	ILMN_2366192
THAP10	ILMN_1767542
NBPF14	ILMN_2204664
NBPF14	ILMN_1698067
PPP1R12B	ILMN_1756289
PPP1R12B	ILMN_2379375
PLAC1L	ILMN_1757220
DCTN3	ILMN_1786984
SNORD46	ILMN_1682402
TNS1	ILMN_1807919
HOXC11	ILMN_1697342
APRT	ILMN_1722491
APRT	ILMN_1726410
IDH1	ILMN_1696432
IDH1	ILMN_2091347
AASDHPPT	ILMN_2096191
AASDHPPT	ILMN_1698189
HNRNPH2	ILMN_1781764
GMPR2	ILMN_2365595
RARA	ILMN_1791902
SIPA1L3	ILMN_1765872
LOC644923	ILMN_1791242
SAMD5	ILMN_1755215
SNORD124	ILMN_3235154
C19orf46	ILMN_1801697
USP13	ILMN_3251526
SH2B3	ILMN_1752046
MIR208B	ILMN_3309814
SIN3A	ILMN_1805996
LOC100133555	ILMN_3244079
C5orf37	ILMN_2225577
NCK1	ILMN_1698001
NUDT2	ILMN_2349444
NUDT2	ILMN_1778347
GRB10	ILMN_2340919
THRB	ILMN_1696683
UBE2E2	ILMN_1707475
ZNF318	ILMN_1792305
LY96	ILMN_1724533
LOC100132354	ILMN_3235046
LOC729737	ILMN_3249449
EIF5	ILMN_1657769
RPS20	ILMN_1701596
ELOF1	ILMN_1723185
ZSCAN5A	ILMN_1675007
C19orf48	ILMN_2383484
C19orf48	ILMN_1759184
BCL2L15	ILMN_1655722
BCL2L15	ILMN_3251676
BCL2L15	ILMN_1694666
CHRNE	ILMN_1703346
STAG2	ILMN_2333708
LOC100133409	ILMN_3239121
SFRS2IP	ILMN_2069593
SFRS2IP	ILMN_3251511
ULBP2	ILMN_3238676
KRTAP20-3	ILMN_3309114
DKK2	ILMN_2194688
DKK2	ILMN_1695506
ZNF682	ILMN_2242998
ZNF682	ILMN_1807263
ZNF682	ILMN_2313889
GDNF	ILMN_1662492
C17orf93	ILMN_3236709
SUMF2	ILMN_2345872
SUMF2	ILMN_1685371
LOC440491	ILMN_1797098
LOC442299	ILMN_1710876
VAMP5	ILMN_1809467
ELMO2	ILMN_1778168
LOC400347	ILMN_3294263
LOC729779	ILMN_3305273
SNORA57	ILMN_3235404
LOC641922	ILMN_3278642
MRPL39	ILMN_1778730
LOC100134384	ILMN_3247370
FTSJD2	ILMN_3246953
MAGEC2	ILMN_2088876
MAGEC2	ILMN_1757152
PAGE2	ILMN_1724213
TMCO4	ILMN_1781276
GRID1	ILMN_1701993
OGN	ILMN_1688838
DDOST	ILMN_1734231
HOOK2	ILMN_1682147
MDK	ILMN_1723087
MDK	ILMN_2349393
MDK	ILMN_2261876
LOC643910	ILMN_1666820
C21orf90	ILMN_1666773
RAB25	ILMN_1791826
PRED57	ILMN_2131269
LOC643612	ILMN_1787103
LOC100130135	ILMN_3272613
LOC651537	ILMN_1755299
LOC441378	ILMN_1654452
MIR194-1	ILMN_3309478
SMAD7	ILMN_2203896
SMAD7	ILMN_2203891
LOC285484	ILMN_1710591
KIAA1160	ILMN_1664102
NF2	ILMN_1676721
NF2	ILMN_1671267
LOC651834	ILMN_1787933
LOC440015	ILMN_3232605
PCSK6	ILMN_1676595
PCSK6	ILMN_1710070
RAET1L	ILMN_2206126
C11orf17	ILMN_2267365
C11orf17	ILMN_2359029
C6orf120	ILMN_1743187
C1orf103	ILMN_1756811
FLJ41327	ILMN_1813427
CDC42SE2	ILMN_2313926
CCDC5	ILMN_1745946
SLC26A11	ILMN_1667877
NIT1	ILMN_1698330
TAF1A	ILMN_2360448
TAF1A	ILMN_1655844
ASAH2	ILMN_1776129
ASAH2	ILMN_1780786
FLJ16124	ILMN_2114894
LOC729327	ILMN_3225684
FNDC1	ILMN_2163873
FCGR1C	ILMN_3247506
ZNF673	ILMN_1710768
SNORD112	ILMN_3238950
GLP1R	ILMN_1787257
LOC100131001	ILMN_3285446
PID1	ILMN_1671891
LOC100128403	ILMN_3189113
TUBGCP5	ILMN_1803045
MFSD2B	ILMN_2238383
ZNF764	ILMN_1727938
SNORD65	ILMN_3246353
ZNF383	ILMN_1799488
ZNF169	ILMN_1696583
LOC727838	ILMN_3284517
LOC727838	ILMN_3208006
CYTH3	ILMN_1713918
CYTH3	ILMN_2160727
LOC653533	ILMN_1786597
MGC26733	ILMN_1714172
TIRAP	ILMN_1776703
LOC645645	ILMN_1699411
ADRA1A	ILMN_1813598
STK24	ILMN_1655163
STK24	ILMN_1702723
MSGN1	ILMN_1809435
LOC730262	ILMN_1745276
LOC730262	ILMN_1665285
LOC727781	ILMN_3248389
LOC100134498	ILMN_3240485
LOC100128088	ILMN_3261576
UXT	ILMN_1671314
LOC642513	ILMN_3212461
FLJ20309	ILMN_1757978
LOC100131368	ILMN_3242572
LOC286260	ILMN_1712171
LYG2	ILMN_1691606
SHKBP1	ILMN_1765493
DGUOK	ILMN_1743432
ACSF3	ILMN_1716832
FAM83F	ILMN_1683231
HLA-DMA	ILMN_1695311
PIM3	ILMN_1789781
CD79B	ILMN_2366212
TTTY9A	ILMN_1796326
SIGIRR	ILMN_1736965
LOC389422	ILMN_1656492
ZBTB20	ILMN_1689456
LOC148003	ILMN_1659508
NHP2	ILMN_3231390
SEPT12	ILMN_1788061
LOC643894	ILMN_3208542
ZNF597	ILMN_2162358
CCDC65	ILMN_2227195
LOC652331	ILMN_1794452
MAP4	ILMN_1708064
LOC649184	ILMN_1739434
LOC441528	ILMN_1703881
KREMEN1	ILMN_1788936
LOC645781	ILMN_1793445
HTRA3	ILMN_1812669
LOC728026	ILMN_3206101
LOC728026	ILMN_3231881
FKBP9L	ILMN_1781585
FKBP9L	ILMN_2089977
C9orf172	ILMN_1677274
PRB2	ILMN_1662989
SOX2	ILMN_1770635
DPM1	ILMN_2105308
DPM1	ILMN_1658992
AHR	ILMN_1812640
LOC100129407	ILMN_3178295
MIR1207	ILMN_3308758
LOC650804	ILMN_1697203
SLC17A5	ILMN_1684434
WNT3	ILMN_1803593
ATP11A	ILMN_1674217
GPR158L1	ILMN_1762188
LOC648001	ILMN_1668663
NAT5	ILMN_2354140
NAT5	ILMN_1689097
AVPR2	ILMN_1698324
VPS36	ILMN_1802519
DKFZp686O1327	ILMN_1717482
LDB2	ILMN_1800697
QTRTD1	ILMN_2155516
QTRTD1	ILMN_1733407
NCKAP1	ILMN_2409451
SLC24A5	ILMN_1786045
PMM1	ILMN_1780236
LOC100134366	ILMN_3236179
TLR9	ILMN_1679798
TMEM151B	ILMN_3247088
LOC653493	ILMN_1651325
HS3ST3A1	ILMN_1692056
FBXO8	ILMN_1672843
LOC646191	ILMN_1752035
LOC653344	ILMN_1693836
KRT18P34	ILMN_3259275
DGKA	ILMN_1661544
LOC643085	ILMN_1742381
LHX4	ILMN_1674366
LOC650836	ILMN_1683296
LOC391656	ILMN_1706117
LAMB2L	ILMN_3242152
LOC389120	ILMN_1902172
HMGCLL1	ILMN_1716377
IREB2	ILMN_1726554
ZNF564	ILMN_2217212
FAM154B	ILMN_2184884
LOC728142	ILMN_3296121
LOC441771	ILMN_1677076
C19orf23	ILMN_1657148
OR7A10	ILMN_1711557
C11orf36	ILMN_1788756
LOC100128319	ILMN_3270021
RORC	ILMN_1734366
RORC	ILMN_2275399
RORC	ILMN_1771126
TMEM109	ILMN_2092756
LOC730187	ILMN_3296979
PITRM1	ILMN_1698072
CYCS	ILMN_1730416
SRCAP	ILMN_1750641
LOC644586	ILMN_1670524
MIR620	ILMN_3309239
RGMB	ILMN_1710479
RGMB	ILMN_1773696
LOC100129239	ILMN_3259774
NEK11	ILMN_1813645
OR8U9	ILMN_1695366
OR8U9	ILMN_2102356
LOC100134406	ILMN_3242299
RPL35	ILMN_2142815
C9orf50	ILMN_1701873
LOC729660	ILMN_3304821
EAF2	ILMN_1708798
OR10G3	ILMN_1726523
ETFB	ILMN_1684758
ETFB	ILMN_2300970
NCAM1	ILMN_1791588
NCAM1	ILMN_1702305
LOC100133860	ILMN_3236575
ADAT3	ILMN_1806275
TMCO5A	ILMN_1652719
LOC728175	ILMN_3283458
LOC643475	ILMN_1766741
FLCN	ILMN_1670008
LOC100133991	ILMN_3290052
LOC644525	ILMN_3281727
DYRK1A	ILMN_1794156
MUSTN1	ILMN_1773814
WDR17	ILMN_1746552
TRIM4	ILMN_2323385
TRIM4	ILMN_1792265
C13orf34	ILMN_1761486
MIR196A2	ILMN_3310461
LOC100128998	ILMN_3234254
LOC643449	ILMN_1740166
LOC653123	ILMN_1753225
RPL6	ILMN_1712155
RPL6	ILMN_1717490
RPL6	ILMN_1690494
DSG2	ILMN_3251672
C14orf2	ILMN_1652722
LOC653438	ILMN_1751195
LOC727944	ILMN_1881598
LOC100132947	ILMN_3198090
AHSP	ILMN_1696512
LOC100134222	ILMN_3238657
ZC3H18	ILMN_1658834
LOC642809	ILMN_1676941
CHMP5	ILMN_1732534
LGALS9B	ILMN_2113333
LGALS9B	ILMN_1656869
WDR74	ILMN_1789775
WDR74	ILMN_1809866
SGPP2	ILMN_1662140
OR1F1	ILMN_1710243
CDH5	ILMN_1719236
FAM134A	ILMN_1654851
C16orf11	ILMN_3245646
C16orf11	ILMN_2185427
LOC100132957	ILMN_3242615
SIGLEC6	ILMN_1685630
C20orf160	ILMN_1748206
LOC100129794	ILMN_3273144
LOC100133311	ILMN_3280323
LOC100133311	ILMN_3203821
LOC653981	ILMN_1790042
LOC646434	ILMN_1660227
PMS2L2	ILMN_1676411
LOC126860	ILMN_1701475
B4GALT7	ILMN_1663541
ITM2C	ILMN_2366041
ITM2C	ILMN_1680453
LOC653052	ILMN_1719828
PVRL2	ILMN_2255382
PVRL2	ILMN_2337336
DNAJC28	ILMN_2253246
LOC731102	ILMN_1716298
PLA2G5	ILMN_1807171
LOC729549	ILMN_3298148
LOC651680	ILMN_1796543
ACTR1A	ILMN_1792314
CALM2	ILMN_1687858
OSBPL6	ILMN_1756935
OSBPL6	ILMN_1763561
C4orf16	ILMN_2207562
C4orf16	ILMN_2207561
LOC642132	ILMN_1791084
LOC100129095	ILMN_3259148
LOC100129503	ILMN_3257178
LOC647834	ILMN_1693740
WDR59	ILMN_1795428
PYY	ILMN_1703075
DAZAP1	ILMN_1746526
DAZAP1	ILMN_1746257
FGL1	ILMN_1731222
CXorf48	ILMN_1683761
LRRC43	ILMN_2133125
LOC100129426	ILMN_3179844
LOC651530	ILMN_1661043
FREM1	ILMN_1715452
KLF9	ILMN_1778523
ANKRD20A1	ILMN_1747839
ANKRD20A1	ILMN_1679184
ANKRD20A1	ILMN_1670452
HEPACAM2	ILMN_2283772
HEPACAM2	ILMN_2388263
HEPACAM2	ILMN_1804593
TMEM213	ILMN_1739126
C10orf4	ILMN_1765480
SPAG8	ILMN_1676907
AFG3L1	ILMN_2295698
AFG3L1	ILMN_2409898
PPP1R2P3	ILMN_2045610
FNBP4	ILMN_2108938
C21orf74	ILMN_1716149
LOC641806	ILMN_1681300
LOC644701	ILMN_1675687
MSLNL	ILMN_3242830
MSLNL	ILMN_1658207
LOC100130291	ILMN_3267438
LOC100130291	ILMN_3190972
S100A11	ILMN_1750101
TCL1B	ILMN_2382309
C18orf58	ILMN_1784905
ZNF3	ILMN_1786215
ZNF3	ILMN_1778560
CLINT1	ILMN_1745076
RDH16	ILMN_1810000
KDM1B	ILMN_1781537
LOC652777	ILMN_1801193
ZNF841	ILMN_3235593
LOC652679	ILMN_1702983
KIAA0355	ILMN_1659845
HDGFL1	ILMN_1779673
LOC649967	ILMN_1805464
YOD1	ILMN_1678919
WFDC2	ILMN_3307693
LOC402509	ILMN_1727049
RBM23	ILMN_1780756
ADPGK	ILMN_1793959
LOC644336	ILMN_1767846
RECK	ILMN_1688630
RECK	ILMN_2067269
SIVA1	ILMN_3300972
HAUS8	ILMN_2365528
HAUS8	ILMN_3176989
HAUS8	ILMN_1768020
GOSR2	ILMN_1656293
GOSR2	ILMN_1722812
DNAJC6	ILMN_2166543
MGST1	ILMN_2355168
PIWIL4	ILMN_1769606
PIWIL4	ILMN_2147078
HOXC8	ILMN_1718285
LOC727737	ILMN_1714050
CD44	ILMN_1803429
LILRB1	ILMN_1708248
CSTF2T	ILMN_1807515
EFNB2	ILMN_1703852
FAM7A3	ILMN_1659862
FCGR1B	ILMN_2391051
TGM5	ILMN_2345564
TGM5	ILMN_2259966
LOC645094	ILMN_3209180
NCRNA00161	ILMN_3230631
C9orf93	ILMN_1764188
C9orf93	ILMN_1655893
LOC646114	ILMN_1678265
KCNV2	ILMN_3248932
AKAP13	ILMN_1709101
PFN2	ILMN_1710512
PFN2	ILMN_1775448
IL29	ILMN_2149624
IL29	ILMN_1684570
NAPSB	ILMN_2109416
MOBK1B	ILMN_2125562
LOC100129148	ILMN_3273996
MTL5	ILMN_1661778
LOC389223	ILMN_3279017
APEX2	ILMN_1652505
LOC100133116	ILMN_3246419
RIPK5	ILMN_2352023
TGM1	ILMN_1721134
CXorf18	ILMN_3265439
LOC728875	ILMN_3249203
DYNC2LI1	ILMN_1811836
DYNC2LI1	ILMN_1712945
LOC642468	ILMN_1712405
LOC642269	ILMN_1718352
OR52A4	ILMN_1704241
LOC646201	ILMN_3294380
ZNF781	ILMN_1780103
EDA	ILMN_1684000
IFNA2	ILMN_1698186
C14orf82	ILMN_1690443
UBE2K	ILMN_3297392
LOC100131930	ILMN_3235373
LOC100131139	ILMN_3210304
LOC100131139	ILMN_3286809
ZBTB34	ILMN_1655206
ANGPTL3	ILMN_2143220
LRRC32	ILMN_2129161
LOC644704	ILMN_1712822
TOP1	ILMN_1763419
MIR101-1	ILMN_3309473
PPP1CA	ILMN_2377980
TUBB6	ILMN_1699489
LOC644876	ILMN_1708501
H19	ILMN_2148527
RGSL2	ILMN_1744701
TGM6	ILMN_1776214
PWWP2B	ILMN_1659852
PWWP2B	ILMN_1764609
NOC3L	ILMN_2187727
LOC389722	ILMN_1682931
RAB11FIP2	ILMN_1741175
RAB11FIP2	ILMN_2072541
LOC728819	ILMN_3246294
SNORA4	ILMN_3238672
SIRT3	ILMN_1724372
KHNYN	ILMN_1654392
ZNF83	ILMN_2190414
NOX1	ILMN_1778077
LOC441762	ILMN_1657285
SSPN	ILMN_1775486
LOC647466	ILMN_1759402
KCNAB2	ILMN_1725496
KCNAB2	ILMN_2342762
ASPN	ILMN_2168166
NTRK2	ILMN_1714067
ZNF227	ILMN_1721034
OR4P4	ILMN_1804845
PDZD7	ILMN_1712660
C15orf40	ILMN_1660585
LOC389328	ILMN_3206672
LOC389328	ILMN_3283180
IRS4	ILMN_1712774
LOC729964	ILMN_3220769
REPIN1	ILMN_2404385
LOC401875	ILMN_3281539
LOC100130563	ILMN_3265401
FOXO6	ILMN_3311155
PLXNA4B	ILMN_1749343
TAF12	ILMN_1653367
ZFP1	ILMN_1695902
CNKSR1	ILMN_1718813
TBC1D25	ILMN_1768491
TBC1D25	ILMN_1681855
HMBS	ILMN_1685954
HMBS	ILMN_1726306
LOC653114	ILMN_1701630
SEMA4B	ILMN_1672589
LOC100130332	ILMN_3273491
C11orf49	ILMN_2341487
METTL14	ILMN_2124523
FCGBP	ILMN_2302757
SNORD13	ILMN_1892403
LOC652067	ILMN_1729428
LOC646405	ILMN_3239826
